trial_id,fold_id,year,aggregate_observations,mean_net_return,hac_t
T0344,F05,2022,113,-0.00852826840911856,-1.7674647603446034
T0344,F06,2022,108,-0.0052558370498321785,-1.4217864576566985
T0344,F07,2023,111,0.0006508822405410932,0.18670747017225822
T0344,F08,2023,102,0.002746563157312276,0.9523433706921259
T0345,F01,2020,1116,-0.0019344845237942712,-7.7054055297073925
T0345,F02,2020,1662,-0.0019348609053404266,-10.116693651222711
T0345,F03,2021,1641,-0.001565932284635635,-5.97528580086192
T0345,F04,2021,1567,-0.0019645349192325932,-8.432030440139991
T0345,F05,2022,1502,-0.0020849580900189598,-8.75329454471758
T0345,F06,2022,1477,-0.001927117801196285,-10.115732279201339
T0345,F07,2023,1487,-0.002005352303666293,-10.179481106589616
T0345,F08,2023,1501,-0.0020562377053067226,-13.45286954715799
T0346,F01,2020,446,-0.0010414033821708856,-1.599113570500968
T0346,F02,2020,667,-0.0020040808571148436,-2.9388264971140594
T0346,F03,2021,658,-0.0005985963488757809,-0.7205448502819508
T0346,F04,2021,644,-0.0010424055883706208,-1.5449712546430017
T0346,F05,2022,615,-0.001585259345937008,-2.2223938490884425
T0346,F06,2022,611,-0.002463037302420696,-4.069269039703076
T0346,F07,2023,603,-0.0012340518260665506,-2.038002317039145
T0346,F08,2023,642,-0.0017008944758020754,-3.7687375465252733
T0347,F01,2020,192,-0.0018019716094249683,-0.9751207575885149
T0347,F02,2020,291,-0.0009532044768133253,-0.696237810799661
T0347,F03,2021,298,-0.0001538302440217754,-0.0659501500045938
T0347,F04,2021,310,-0.00046978406900946497,-0.2703816923633843
T0347,F05,2022,271,-0.005018583678203313,-2.2003434008764104
T0347,F06,2022,274,-0.0028174232063339117,-1.7692558721330254
T0347,F07,2023,269,0.00034201924356790043,0.21882317561404488
T0347,F08,2023,288,-0.0007614568987498284,-0.743841427800867
T0348,F01,2020,105,-0.0024904222571169596,-0.5946052936951999
T0348,F02,2020,171,0.0008263355460611103,0.24726059763696862
T0348,F03,2021,170,0.0063114567392399765,1.4161048286925515
T0348,F04,2021,189,0.001280354008672865,0.4539896996263986
T0348,F05,2022,170,-0.009093626343001612,-2.1366814827257987
T0348,F06,2022,162,-0.00522174244642019,-1.5925366736394397
T0348,F07,2023,156,-0.0006074656519957683,-0.18741200357035961
T0348,F08,2023,169,0.0008109105655066852,0.3800926102587867
T0349,F01,2020,2536,-0.0014131908772303547,-5.4135355984234375
T0349,F02,2020,6562,-0.0014531469256593118,-6.887755800593103
T0349,F03,2021,4964,-0.0019080566377054503,-4.461507049483522
T0349,F04,2021,5864,-0.0016763479104261881,-7.4267508626404934
T0349,F05,2022,12697,-0.002043032005283225,-9.256134238972598
T0349,F06,2022,12947,-0.0019434434297628536,-14.932415849951791
T0349,F07,2023,9391,-0.0018129232528944542,-11.971509035200008
T0349,F08,2023,7386,-0.0017879960540067223,-14.08847110974054
T0350,F01,2020,954,0.0005693980282513027,0.6742725758461957
T0350,F02,2020,2720,0.00015670727080278795,0.2139646162615811
T0350,F03,2021,2161,-9.100045553268039e-05,-0.057155302185119
T0350,F04,2021,2330,-0.00021039302348970206,-0.25370912022842884
T0350,F05,2022,6668,-0.0019866364488908897,-2.1762757980792116
T0350,F06,2022,6999,-0.0019471135720187521,-4.301040382256836
T0350,F07,2023,4491,-0.0007344517666863441,-1.3147617852588391
T0350,F08,2023,3967,-0.0009614861038862061,-2.2553605337057347
T0351,F01,2020,405,0.005141319218316424,2.2495394125350168
T0351,F02,2020,1173,0.00508571907146117,2.6070060565830335
T0351,F03,2021,917,0.0048178742666921265,1.076999306511789
T0351,F04,2021,985,0.002150929770635876,0.9627326724538404
T0351,F05,2022,3168,-0.002681826391495761,-1.3234790206539058
T0351,F06,2022,3353,-0.001652337539639046,-1.3820868290010146
T0351,F07,2023,2043,0.0021176584915343763,1.415710283856343
T0351,F08,2023,1948,-2.7549018880341138e-05,-0.025278193455831845
T0352,F01,2020,261,0.014439412238448565,3.63963488380231
T0352,F02,2020,723,0.009213458807284232,2.6334844739131413
T0352,F03,2021,567,0.010703946982404849,1.4977653882411566
T0352,F04,2021,574,0.004911480776085529,1.2001360771109992
T0352,F05,2022,2027,-0.004438491261661463,-1.2826140456901374
T0352,F06,2022,2217,-0.0011563408610932497,-0.5660016108022953
T0352,F07,2023,1290,0.004502391381909332,1.5851758291660853
T0352,F08,2023,1243,0.0010322478238893743,0.5255482061072142
T0353,F01,2020,413,-0.0011067534003414681,-1.924578959593669
T0353,F02,2020,1034,-0.00205452473809034,-3.4328335518398303
T0353,F03,2021,403,0.0013035996171243524,0.530733385822563
T0353,F04,2021,852,-0.000364599554430569,-0.5690778468440951
T0353,F05,2022,2367,-0.0015273099009353649,-2.2126773995945475
T0353,F06,2022,2035,-0.0022027895030297304,-6.2969674530603115
T0353,F07,2023,1701,-0.0015537053779076263,-3.8187360318443826
T0353,F08,2023,1429,-0.0016421107190343687,-3.2837508324220677
T0354,F01,2020,145,0.0012467973728018005,0.642720768591873
T0354,F02,2020,360,0.0002888641504318134,0.14793192054570395
T0354,F03,2021,145,0.005417824210319876,0.6350854581838571
T0354,F04,2021,301,0.004301096548747807,1.874867388529846
T0354,F05,2022,859,-0.0002774436218833778,-0.07808699261935641
T0354,F06,2022,728,-0.0021759609267609677,-1.2975718132366398
T0354,F07,2023,602,9.652555605726394e-05,0.07035810380894066
T0354,F08,2023,514,-0.0001034435079619901,-0.04891910016584302
T0355,F01,2020,64,0.007234766560798084,1.4466719211340424
T0355,F02,2020,169,0.0022513521034700644,0.4898731574941552
T0355,F03,2021,67,0.009228868700265215,0.6432501566494028
T0355,F04,2021,132,0.010410658147832024,1.8124420784146114
T0355,F05,2022,388,-0.004321265311308121,-1.0715691817512003
T0355,F06,2022,330,0.0008038042117070023,0.1776580687166582
T0355,F07,2023,285,0.005348568105693181,1.8096057315770693
T0355,F08,2023,239,-0.004483474350914041,-1.2780226234521799
T0356,F01,2020,45,0.01765020865236127,2.959132686707308
T0356,F02,2020,128,0.0107421265213313,1.446863990504126
T0356,F03,2021,54,0.016259975596559537,0.924345832016789
T0356,F04,2021,104,0.018785023951677377,1.8741878295111112
T0356,F05,2022,312,-0.005613910732847574,-0.955793734639895
T0356,F06,2022,245,-0.0004980149941220503,-0.07995013643286343
T0356,F07,2023,216,0.010733853863795542,1.8095020331949054
T0356,F08,2023,184,0.0005964076998563763,0.08666349361357013
T0357,F01,2020,2003,-0.001551464435464092,-2.432447895366129
T0357,F02,2020,3693,-0.0009571002053290048,-1.8249662169519631
T0357,F03,2021,3751,-0.0003913524803810567,-0.47808932523484055
T0357,F04,2021,3730,-0.001042011274790815,-1.7663471621360969
T0357,F05,2022,3260,-0.003738061833187018,-5.584185432966982
T0357,F06,2022,3661,-0.0022993483463769537,-4.7039220613742385
T0357,F07,2023,3675,-0.001792613225380704,-3.598824930358487
T0357,F08,2023,3962,-0.0014271193831649324,-4.015254068116799
T0358,F01,2020,1287,-0.0014744400345641953,-0.8759216277654659
T0358,F02,2020,2898,0.00013100958897300553,0.10074346251383587
T0358,F03,2021,3013,0.000512391336047544,0.2546827212017563
T0358,F04,2021,3016,-0.000478427547165083,-0.33467904690736555
T0358,F05,2022,2539,-0.006378064202297998,-3.6899282914752933
T0358,F06,2022,2952,-0.0033424242016412385,-2.8689061513091563
T0358,F07,2023,2972,-0.0010097487688714372,-0.7951609174863551
T0358,F08,2023,3323,-0.00011722881276335553,-0.13158337808747725
T0359,F01,2020,835,-0.0023849072532100965,-0.7361000990191418
T0359,F02,2020,2188,0.0007187528300743722,0.3104635087739123
T0359,F03,2021,2273,0.002915862900804193,0.7894254545554091
T0359,F04,2021,2232,-0.0017968477309118437,-0.7234245501552506
T0359,F05,2022,1867,-0.009679317498885929,-3.315675934092589
T0359,F06,2022,2210,-0.004150499859964556,-2.1633850565504584
T0359,F07,2023,2311,-0.000751902129683053,-0.32945029045102275
T0359,F08,2023,2496,0.0015678297291025454,1.049663980036395
T0360,F01,2020,2020,-0.0018044218532583,-2.856132596117978
T0360,F02,2020,3680,-0.0010570185781492891,-1.9898483370558977
T0360,F03,2021,3742,-0.0007521295563662447,-0.9338541314730047
T0360,F04,2021,3764,-0.0013768844996187436,-2.262567445851482
T0360,F05,2022,3138,-0.00260908928881135,-3.7587298041448993
T0360,F06,2022,3586,-0.0020366053696471427,-4.17472509360217
T0360,F07,2023,3608,-0.0016021403973419163,-2.969633394894394
T0360,F08,2023,3998,-0.0013143981717666966,-3.6406080767565845
T0361,F01,2020,1336,-0.00203571643065782,-1.1973924058060614
T0361,F02,2020,2936,0.0008031197631591519,0.6014931393513997
T0361,F03,2021,3169,0.001174819810178671,0.6041269397787016
T0361,F04,2021,3080,-0.0010353442484406937,-0.686325749146282
T0361,F05,2022,2465,-0.004712031894503653,-2.571340045419504
T0361,F06,2022,2959,-0.003480917648708181,-2.977335631993642
T0361,F07,2023,2917,-0.0015809593439074425,-1.297896678316601
T0361,F08,2023,3292,-0.00018648098041599054,-0.21340678983922665
T0362,F01,2020,910,-0.0006572319882678574,-0.22290058876235996
T0362,F02,2020,2197,0.0026644514953620873,1.139245802738407
T0362,F03,2021,2401,0.005712364814194747,1.6547885995034135
T0362,F04,2021,2365,-0.001155153889394152,-0.442778876036343
T0362,F05,2022,1884,-0.00642111666434931,-2.2227027446070102
T0362,F06,2022,2197,-0.004878649489502221,-2.526125872914845
T0362,F07,2023,2222,-0.0013652859203709,-0.6564081571826962
T0362,F08,2023,2555,0.0012974526121966052,0.8647985896050896
T0363,F01,2020,1977,-0.0015182567217120924,-2.583250413742607
T0363,F02,2020,3795,-0.0009381034201616571,-1.8019700742137186
T0363,F03,2021,3658,-0.00034105816267100816,-0.3917457016581749
T0363,F04,2021,3704,-0.0010761107968979384,-1.7302856086850935
T0363,F05,2022,2672,-0.003539404192591749,-5.271842809337243
T0363,F06,2022,3261,-0.0019129854382540735,-3.677022125674122
T0363,F07,2023,3447,-0.0017641778616232424,-3.3979300604023406
T0363,F08,2023,3873,-0.0013070636767821843,-3.6604213140135964
T0364,F01,2020,1529,-0.0011737489691197912,-0.7408690869770628
T0364,F02,2020,2978,0.0006550313085108116,0.4842217934469948
T0364,F03,2021,3104,0.0019154833124931244,0.9348815074925908
T0364,F04,2021,3006,0.0007420624736663789,0.48362603512534746
T0364,F05,2022,2059,-0.0050223520503769915,-3.0638725745242588
T0364,F06,2022,2597,-0.00292975788962773,-2.1890800150752465
T0364,F07,2023,2927,-0.00019238515512317615,-0.15318205690532877
T0364,F08,2023,3080,0.0002436082928815057,0.24928799468919405
T0365,F01,2020,1060,0.00078748776565535,0.3010371883076027
T0365,F02,2020,2146,0.0019305483984180223,0.8240895421444462
T0365,F03,2021,2420,0.007293350951903157,2.1741156551254757
T0365,F04,2021,2410,0.0026449639029773233,0.9783016369124103
T0365,F05,2022,1530,-0.007546501458229659,-2.774096770961355
T0365,F06,2022,1998,-0.003979378784663776,-1.7288875625891527
T0365,F07,2023,2233,0.0012789198419780258,0.595182778216444
T0365,F08,2023,2309,0.002775168120320784,1.6156610566627818
T0366,F01,2020,2003,-0.001551464435464092,-2.432447895366129
T0366,F02,2020,3693,-0.0009571002053290048,-1.8249662169519631
T0366,F03,2021,3751,-0.0003913524803810567,-0.47808932523484055
T0366,F04,2021,3730,-0.001042011274790815,-1.7663471621360969
T0366,F05,2022,3260,-0.003738061833187018,-5.584185432966982
T0366,F06,2022,3661,-0.0022993483463769537,-4.7039220613742385
T0366,F07,2023,3675,-0.001792613225380704,-3.598824930358487
T0366,F08,2023,3962,-0.0014271193831649324,-4.015254068116799
T0367,F01,2020,1287,-0.0014744400345641953,-0.8759216277654659
T0367,F02,2020,2898,0.00013100958897300553,0.10074346251383587
T0367,F03,2021,3013,0.000512391336047544,0.2546827212017563
T0367,F04,2021,3016,-0.000478427547165083,-0.33467904690736555
T0367,F05,2022,2539,-0.006378064202297998,-3.6899282914752933
T0367,F06,2022,2952,-0.0033424242016412385,-2.8689061513091563
T0367,F07,2023,2972,-0.0010097487688714372,-0.7951609174863551
T0367,F08,2023,3323,-0.00011722881276335553,-0.13158337808747725
T0368,F01,2020,835,-0.0023849072532100965,-0.7361000990191418
T0368,F02,2020,2188,0.0007187528300743722,0.3104635087739123
T0368,F03,2021,2273,0.002915862900804193,0.7894254545554091
T0368,F04,2021,2232,-0.0017968477309118437,-0.7234245501552506
T0368,F05,2022,1867,-0.009679317498885929,-3.315675934092589
T0368,F06,2022,2210,-0.004150499859964556,-2.1633850565504584
T0368,F07,2023,2311,-0.000751902129683053,-0.32945029045102275
T0368,F08,2023,2496,0.0015678297291025454,1.049663980036395
T0369,F01,2020,2020,-0.0018044218532583,-2.856132596117978
T0369,F02,2020,3680,-0.0010570185781492891,-1.9898483370558977
T0369,F03,2021,3742,-0.0007521295563662447,-0.9338541314730047
T0369,F04,2021,3764,-0.0013768844996187436,-2.262567445851482
T0369,F05,2022,3138,-0.00260908928881135,-3.7587298041448993
T0369,F06,2022,3586,-0.0020366053696471427,-4.17472509360217
T0369,F07,2023,3608,-0.0016021403973419163,-2.969633394894394
T0369,F08,2023,3998,-0.0013143981717666966,-3.6406080767565845
T0370,F01,2020,1336,-0.00203571643065782,-1.1973924058060614
T0370,F02,2020,2936,0.0008031197631591519,0.6014931393513997
T0370,F03,2021,3169,0.001174819810178671,0.6041269397787016
T0370,F04,2021,3080,-0.0010353442484406937,-0.686325749146282
T0370,F05,2022,2465,-0.004712031894503653,-2.571340045419504
T0370,F06,2022,2959,-0.003480917648708181,-2.977335631993642
T0370,F07,2023,2917,-0.0015809593439074425,-1.297896678316601
T0370,F08,2023,3292,-0.00018648098041599054,-0.21340678983922665
T0371,F01,2020,910,-0.0006572319882678574,-0.22290058876235996
T0371,F02,2020,2197,0.0026644514953620873,1.139245802738407
T0371,F03,2021,2401,0.005712364814194747,1.6547885995034135
T0371,F04,2021,2365,-0.001155153889394152,-0.442778876036343
T0371,F05,2022,1884,-0.00642111666434931,-2.2227027446070102
T0371,F06,2022,2197,-0.004878649489502221,-2.526125872914845
T0371,F07,2023,2222,-0.0013652859203709,-0.6564081571826962
T0371,F08,2023,2555,0.0012974526121966052,0.8647985896050896
T0372,F01,2020,1977,-0.0015182567217120924,-2.583250413742607
T0372,F02,2020,3795,-0.0009381034201616571,-1.8019700742137186
T0372,F03,2021,3658,-0.00034105816267100816,-0.3917457016581749
T0372,F04,2021,3704,-0.0010761107968979384,-1.7302856086850935
T0372,F05,2022,2672,-0.003539404192591749,-5.271842809337243
T0372,F06,2022,3261,-0.0019129854382540735,-3.677022125674122
T0372,F07,2023,3447,-0.0017641778616232424,-3.3979300604023406
T0372,F08,2023,3873,-0.0013070636767821843,-3.6604213140135964
T0373,F01,2020,1529,-0.0011737489691197912,-0.7408690869770628
T0373,F02,2020,2978,0.0006550313085108116,0.4842217934469948
T0373,F03,2021,3104,0.0019154833124931244,0.9348815074925908
T0373,F04,2021,3006,0.0007420624736663789,0.48362603512534746
T0373,F05,2022,2059,-0.0050223520503769915,-3.0638725745242588
T0373,F06,2022,2597,-0.00292975788962773,-2.1890800150752465
T0373,F07,2023,2927,-0.00019238515512317615,-0.15318205690532877
T0373,F08,2023,3080,0.0002436082928815057,0.24928799468919405
T0374,F01,2020,1060,0.00078748776565535,0.3010371883076027
T0374,F02,2020,2146,0.0019305483984180223,0.8240895421444462
T0374,F03,2021,2420,0.007293350951903157,2.1741156551254757
T0374,F04,2021,2410,0.0026449639029773233,0.9783016369124103
T0374,F05,2022,1530,-0.007546501458229659,-2.774096770961355
T0374,F06,2022,1998,-0.003979378784663776,-1.7288875625891527
T0374,F07,2023,2233,0.0012789198419780258,0.595182778216444
T0374,F08,2023,2309,0.002775168120320784,1.6156610566627818
T0375,F01,2020,1817,-0.0020645184443257077,-3.2531886681577227
T0375,F02,2020,3694,-0.0007776264792780994,-1.5179433939405578
T0375,F03,2021,3666,-0.0003158637700702062,-0.3825315727423472
T0375,F04,2021,3726,-0.001338379668072127,-2.2695231639680786
T0375,F05,2022,3368,-0.003626307447056084,-5.441653313449738
T0375,F06,2022,3717,-0.00237252210615941,-4.775354784141479
T0375,F07,2023,3698,-0.0019384016666495903,-3.6108261033409863
T0375,F08,2023,3988,-0.0014193082072089718,-3.860041510080089
T0376,F01,2020,1216,-0.0021634402959328984,-1.2242166790462805
T0376,F02,2020,2804,-0.0007292625619987809,-0.5450227526440149
T0376,F03,2021,2886,0.0015527236662855205,0.7584618558820954
T0376,F04,2021,2919,0.0006762153417635285,0.4521063243371847
T0376,F05,2022,2483,-0.006818142690227281,-3.8470249724491987
T0376,F06,2022,2861,-0.0031223506441458927,-2.637081660856578
T0376,F07,2023,2964,-0.0008382032784008623,-0.6456522448942362
T0376,F08,2023,3206,-0.0003493625823658275,-0.382739374547712
T0377,F01,2020,817,-0.0002124822299839716,-0.06958712129441105
T0377,F02,2020,2137,0.0007282419222713955,0.32094336744742635
T0377,F03,2021,2117,0.004518546611351754,1.2759417390674568
T0377,F04,2021,2146,6.699763844561256e-05,0.026417528502115983
T0377,F05,2022,1867,-0.010268378988821021,-3.485462440365574
T0377,F06,2022,2189,-0.004701397583353016,-2.2893163966226404
T0377,F07,2023,2322,2.1910634958131577e-05,0.009852993072419476
T0377,F08,2023,2610,0.0008847629578551889,0.5913682280518017
T0378,F01,2020,1409,-0.002241781328558121,-3.4949569543163443
T0378,F02,2020,3285,-0.0018804628305935961,-3.337958499518159
T0378,F03,2021,3401,-0.0004709645668463943,-0.568529690334376
T0378,F04,2021,3531,-0.001311910430805182,-2.147069033260454
T0378,F05,2022,3044,-0.0035510792569187874,-4.8989529341817795
T0378,F06,2022,3368,-0.002364774918671515,-4.779026132004036
T0378,F07,2023,3361,-0.0017309854975739046,-3.168436068512374
T0378,F08,2023,3582,-0.0015394767404221753,-3.996532194866449
T0379,F01,2020,939,-0.002426021572284421,-1.3618478393456575
T0379,F02,2020,2455,-0.0013823856904849902,-0.9937102932603413
T0379,F03,2021,2758,0.001046328550012608,0.5055184899513743
T0379,F04,2021,2759,0.00025301175035876425,0.16151175395451456
T0379,F05,2022,2283,-0.00684933978287338,-3.6593420398575756
T0379,F06,2022,2552,-0.002910487939534609,-2.3805126915193253
T0379,F07,2023,2573,-0.0007478962201453949,-0.5569590090330018
T0379,F08,2023,2841,-1.4998409878145663e-05,-0.015428472386391615
T0380,F01,2020,678,-0.0015782808562637266,-0.5442584341576261
T0380,F02,2020,1858,-0.0018072099325681507,-0.7085658362819524
T0380,F03,2021,2090,0.0037092984209085218,1.0458765577338087
T0380,F04,2021,2104,-0.0011699405494721704,-0.4254592950947024
T0380,F05,2022,1773,-0.010652507661496207,-3.5314860266130164
T0380,F06,2022,1972,-0.003996916159148629,-1.869918343420491
T0380,F07,2023,1969,0.00037482398507364173,0.1650358274152599
T0380,F08,2023,2222,0.0018663621760952975,1.2092885303640757
T0381,F01,2020,1383,-0.0007931322430392551,-1.1006731302611947
T0381,F02,2020,3170,-0.0021232139068870074,-3.9105666427668626
T0381,F03,2021,3133,-0.00120052864477864,-1.365502866483915
T0381,F04,2021,3239,-0.0016839739049893056,-2.7521053683699943
T0381,F05,2022,2920,-0.0035763224882696433,-4.944219016428429
T0381,F06,2022,3258,-0.002912220831920435,-5.847860930175501
T0381,F07,2023,3225,-0.002516572496600606,-4.802580448922351
T0381,F08,2023,3550,-0.0014852372233805878,-3.766402535363941
T0382,F01,2020,1000,-0.0010539986169878482,-0.578387705866683
T0382,F02,2020,2447,-0.0020266333391511606,-1.500475784288808
T0382,F03,2021,2485,0.0024553982492380748,1.197018015493082
T0382,F04,2021,2597,-0.0016855936399919407,-1.153471189442416
T0382,F05,2022,2260,-0.0074995242117649455,-4.200357594425282
T0382,F06,2022,2543,-0.004235289719477839,-3.3811285043680184
T0382,F07,2023,2614,-0.002078575397454585,-1.5921454164703799
T0382,F08,2023,2895,-0.0007630009590265013,-0.8839528397696146
T0383,F01,2020,760,-0.00021453944984647835,-0.06471680981066533
T0383,F02,2020,2012,-0.0005233119712069273,-0.21505765170918428
T0383,F03,2021,2003,0.0055592563658643885,1.5083601188288807
T0383,F04,2021,2118,0.0016055541512855578,0.6190685709311299
T0383,F05,2022,1845,-0.010741074845147197,-3.3402131361301426
T0383,F06,2022,2150,-0.006344520530173064,-2.9922753713693706
T0383,F07,2023,2167,-0.0007892741657852282,-0.3593383694209851
T0383,F08,2023,2393,0.001061254505406545,0.6689924764806859
T0384,F01,2020,627,-0.001958732954498062,-1.9672420720230281
T0384,F02,2020,1846,-0.0028895263432189107,-4.147553739610698
T0384,F03,2021,2218,-0.0013471784662644304,-1.350304424627178
T0384,F04,2021,2164,-0.00178993358287285,-2.126596807336588
T0384,F05,2022,1546,-0.003988900516451859,-4.430823372835607
T0384,F06,2022,1624,-0.0037298240196879215,-4.988993757878104
T0384,F07,2023,1653,-0.0018284343953452406,-2.381615502926835
T0384,F08,2023,2037,-0.0022152990289086042,-3.540708781219548
T0385,F01,2020,523,-0.0014748196906780905,-0.6640980847196044
T0385,F02,2020,1594,-0.0015347737042026922,-1.0451814049329173
T0385,F03,2021,1921,0.0012567255847529904,0.5498418267876588
T0385,F04,2021,1830,-0.0012590202280060867,-0.7612587554877209
T0385,F05,2022,1342,-0.00820499646587625,-4.217262821712924
T0385,F06,2022,1424,-0.005512507587650503,-3.574704112519274
T0385,F07,2023,1449,-0.0034214173935919216,-2.1287899084256274
T0385,F08,2023,1749,-0.002004763703228818,-1.5879021752572096
T0386,F01,2020,451,-0.0049873630990745765,-1.4825342944311497
T0386,F02,2020,1329,-0.0007059864049562491,-0.2588065530096335
T0386,F03,2021,1593,0.006264375029289039,1.3878133483673802
T0386,F04,2021,1529,-0.0004447423874036126,-0.1473923003549138
T0386,F05,2022,1139,-0.014190432244654255,-4.193605441568627
T0386,F06,2022,1234,-0.006518839606310965,-2.6515349700716873
T0386,F07,2023,1238,-0.002344879956802155,-0.8260090673909339
T0386,F08,2023,1509,0.0017522826617538448,0.9129899992345526
T0387,F01,2020,455,-0.0019282722256460322,-1.6727892485384452
T0387,F02,2020,1393,-0.00212783632477171,-2.544097026866604
T0387,F03,2021,1801,-0.001050215681661997,-0.8623061070186705
T0387,F04,2021,1726,-0.0015361788600684314,-1.6188495003973193
T0387,F05,2022,1073,-0.002915363532909795,-2.9456272673728208
T0387,F06,2022,1122,-0.003897569074678091,-4.206927142241936
T0387,F07,2023,1181,-0.001837030440828273,-1.8490486347340491
T0387,F08,2023,1503,-0.001966414357386504,-2.470977211786695
T0388,F01,2020,381,0.00038771732234561406,0.14623022929594495
T0388,F02,2020,1197,0.0013703640481510957,0.7671178727206256
T0388,F03,2021,1538,0.0024641985843295335,0.9641057096272512
T0388,F04,2021,1464,-0.0018865106774193638,-0.9837755054972239
T0388,F05,2022,921,-0.005835997580594158,-2.6091645533832364
T0388,F06,2022,996,-0.006012748070869952,-3.379272664818996
T0388,F07,2023,1045,-0.0034635072278880524,-1.7617832942344527
T0388,F08,2023,1309,-0.0017019015097042836,-1.1627346737733952
T0389,F01,2020,321,-0.0008525062838743069,-0.20877652857686402
T0389,F02,2020,1024,0.0025579507246210284,0.7890490303401705
T0389,F03,2021,1298,0.011306411024093152,2.1636940915394005
T0389,F04,2021,1273,-0.0028941357578502478,-0.9406816634086562
T0389,F05,2022,783,-0.008051742220712239,-2.080659012848699
T0389,F06,2022,890,-0.00966784102003142,-3.5732808375810765
T0389,F07,2023,898,-0.0023653049709086845,-0.7092254162781685
T0389,F08,2023,1121,0.0012441372182474299,0.5586134906764202
T0390,F01,2020,434,-0.0024422341065014857,-2.065109633821642
T0390,F02,2020,1352,-0.0022478042774836155,-2.64561094540772
T0390,F03,2021,1742,-0.0021492574720198537,-1.6705572383459042
T0390,F04,2021,1640,-0.0013349927810647434,-1.3409998422804055
T0390,F05,2022,1022,-0.002895235047788533,-2.9114462324786388
T0390,F06,2022,1070,-0.004106255542682877,-3.9984848051580726
T0390,F07,2023,1119,-0.0018992048301733147,-1.7638878903089417
T0390,F08,2023,1441,-0.0019579797788294826,-2.308538278987353
T0391,F01,2020,361,-0.000747288815813475,-0.26454949275395967
T0391,F02,2020,1149,0.0012191228270997288,0.6554405436005076
T0391,F03,2021,1481,0.0020169490051641244,0.7453303136851848
T0391,F04,2021,1389,-0.001972539614778672,-1.0104148537760569
T0391,F05,2022,875,-0.005436273478766993,-2.4282187974630363
T0391,F06,2022,947,-0.006685346629546474,-3.5768700137277656
T0391,F07,2023,988,-0.003619508359978793,-1.7748454028836573
T0391,F08,2023,1247,-0.0018984980268847895,-1.250988826702187
T0392,F01,2020,305,-0.0017121774119601342,-0.4084008879046998
T0392,F02,2020,982,0.0023278113738436053,0.7088596948108437
T0392,F03,2021,1254,0.009296966952606995,1.7343269294919472
T0392,F04,2021,1207,-0.002888101404428384,-0.9290501229217532
T0392,F05,2022,748,-0.008033799922924837,-2.006702955893895
T0392,F06,2022,853,-0.011280537831513348,-3.993573578125081
T0392,F07,2023,853,-0.003035800883102173,-0.8963633947829517
T0392,F08,2023,1070,0.0010407721347311318,0.4493618093373801
T0393,F01,2020,1662,-0.0012012371413864234,-1.8000814787427002
T0393,F02,2020,3527,-0.0017238460071609795,-3.0251473220626335
T0393,F03,2021,3467,-0.0014566907921049635,-1.6855127664777572
T0393,F04,2021,3584,-0.0014264476205143436,-2.3609390167799265
T0393,F05,2022,3260,-0.0037546234442777256,-5.377020849441523
T0393,F06,2022,3581,-0.002542631473274612,-5.131896131659406
T0393,F07,2023,3580,-0.0022443782935153826,-4.4000095754861155
T0393,F08,2023,3922,-0.0014613939489162865,-3.76848264370119
T0394,F01,2020,1087,-0.0017860333767147536,-0.9318589970338439
T0394,F02,2020,2600,-0.0010951013584193613,-0.8107739961729624
T0394,F03,2021,2521,3.850123715605248e-05,0.017572053009662074
T0394,F04,2021,2639,-0.0016976436988163834,-1.1009461277627748
T0394,F05,2022,2283,-0.006228871273177872,-3.461419151498902
T0394,F06,2022,2591,-0.003598765092880193,-2.8107772813600103
T0394,F07,2023,2748,-0.001547787444053492,-1.2049296830258562
T0394,F08,2023,3091,-0.0009254621866700936,-0.9627976644045266
T0395,F01,2020,753,0.0006706301009405992,0.19291717102404063
T0395,F02,2020,2019,0.000931207648899057,0.4033943832856848
T0395,F03,2021,1959,0.002468211043471379,0.6516616445216891
T0395,F04,2021,2012,0.002857458128036501,1.0490728588333205
T0395,F05,2022,1808,-0.009212682694481035,-3.099801104967306
T0395,F06,2022,2031,-0.00544922283726638,-2.531338743138426
T0395,F07,2023,2127,-0.001041107374263752,-0.47232537243916467
T0395,F08,2023,2468,0.0007160552302020787,0.472895725256171
T0396,F01,2020,1750,-0.0015108795988581294,-2.373120549738625
T0396,F02,2020,3521,-0.0018995047445887119,-3.6885299737156596
T0396,F03,2021,3543,-0.0005924756977175822,-0.7167296413707609
T0396,F04,2021,3616,-0.0016663343861807848,-2.8410911165438013
T0396,F05,2022,3250,-0.0025762306711458343,-3.3678094218722094
T0396,F06,2022,3629,-0.0025186640539956963,-5.149088955711628
T0396,F07,2023,3580,-0.002244571727205111,-4.458705762097204
T0396,F08,2023,3958,-0.0015480895233533306,-4.593790540287196
T0397,F01,2020,1128,-0.000552637418603067,-0.310915019795198
T0397,F02,2020,2464,-0.00015196193779587014,-0.11286096930511044
T0397,F03,2021,2555,0.0015991184066735749,0.7295264622734325
T0397,F04,2021,2592,-0.00031763644332146606,-0.2058395592239833
T0397,F05,2022,2236,-0.006506455934083168,-3.5279322085364018
T0397,F06,2022,2645,-0.0039865626922247314,-3.1205282115213278
T0397,F07,2023,2643,-0.001452219428568266,-1.0952556441601338
T0397,F08,2023,3035,-0.00021909301237925594,-0.24255822225747797
